Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood
"5800 3rd St Unit 1303, San Francisco, CA, 94124",390493,1.0,1.0,817.0,CONDOS,San Francisco
"1250 Vallejo St Apt 11, San Francisco, CA, 94109",820000,,,,,San Francisco
"114 Eugenia Ave, San Francisco, CA, 94110",850000,2.0,1.0,1100.0,SINGLE_FAMILY,San Francisco
"22 Cameo Way, San Francisco, CA, 94131",1888000,3.0,2.0,2235.0,SINGLE_FAMILY,San Francisco
"785 3rd Ave, San Francisco, CA, 94118",4400000,4.0,3.0,4487.0,SINGLE_FAMILY,San Francisco
"24 Josiah Ave, San Francisco, CA, 94112",1450000,3.0,3.0,2015.0,SINGLE_FAMILY,San Francisco
"30 Gilroy St, San Francisco, CA, 94124",1374000,5.0,3.0,2284.0,SINGLE_FAMILY,San Francisco
"1100 Leavenworth St Apt 5, San Francisco, CA, 94109",790000,2.0,2.0,893.0,SINGLE_FAMILY,San Francisco
"1139 Lake St, San Francisco, CA, 94118",3050000,9.0,5.0,3431.0,MULTI_FAMILY,San Francisco
"77 Reddy St, San Francisco, CA, 94124",880000,3.0,1.0,1360.0,SINGLE_FAMILY,San Francisco
"105 Anderson St, San Francisco, CA, 94110",1800000,3.0,2.0,1823.0,SINGLE_FAMILY,San Francisco
"586 Valley St, San Francisco, CA, 94131",5244500,6.0,4.0,3400.0,SINGLE_FAMILY,San Francisco
"1527 Palou Ave, San Francisco, CA, 94124",840000,2.0,1.0,1732.0,SINGLE_FAMILY,San Francisco
"11 Lobos St, San Francisco, CA, 94112",1430000,4.0,3.0,1945.0,SINGLE_FAMILY,San Francisco
"360 Guerrero St Apt 408, San Francisco, CA, 94103",650000,1.0,1.0,751.0,CONDOS,San Francisco
"647 Cole St, San Francisco, CA, 94117",1570000,3.0,1.0,1844.0,CONDOS,San Francisco
"74-78 Belcher St, San Francisco, CA, 94114",1310000,7.0,3.0,5518.0,MULTI_FAMILY,San Francisco
"150 Eureka St Unit 101, San Francisco, CA, 94114",2200000,2.0,2.0,,TOWNHOMES,San Francisco
"1000 Pennsylvania Ave Apt 7, San Francisco, CA, 94107",680000,2.0,2.0,997.0,CONDOS,San Francisco
"3338 17th St Apt 107, San Francisco, CA, 94110",513000,,,1034.0,CONDO,San Francisco
"55 Ora Way Unit B306, San Francisco, CA, 94131",544000,2.0,1.0,913.0,CONDOS,San Francisco
"2728 Vicente St, San Francisco, CA, 94116",850000,2.0,1.0,800.0,SINGLE_FAMILY,San Francisco
"1250 Jones St Unit 502, San Francisco, CA, 94109",1150000,1.0,1.0,1115.0,CONDOS,San Francisco
"38 Steiner St Apt 303, San Francisco, CA, 94117",1600000,3.0,2.0,1338.0,SINGLE_FAMILY,San Francisco
"1226 Sanchez St, San Francisco, CA, 94114",2000000,,1.0,1333.0,SINGLE_FAMILY,San Francisco
"478 Orizaba Ave, San Francisco, CA, 94132",810000,,1.0,750.0,SINGLE_FAMILY,San Francisco
"350 Laidley St, San Francisco, CA, 94131",1710000,3.0,2.0,1410.0,SINGLE_FAMILY,San Francisco
"1661 18th St, San Francisco, CA, 94107",920000,2.0,2.0,1045.0,CONDOS,San Francisco
"855 LA Playa St Apt 360, San Francisco, CA, 94121",800000,2.0,2.0,1193.0,CONDOS,San Francisco
"235 Waller St Apt 2, San Francisco, CA, 94102",560000,1.0,1.0,,CONDOS,San Francisco
"65 Danton St, San Francisco, CA, 94112",1090000,2.0,1.0,1012.0,SINGLE_FAMILY,San Francisco
"1133 Filbert St, San Francisco, CA, 94109",480000,1.0,1.0,828.0,SINGLE_FAMILY,San Francisco
"471 Lombard St, San Francisco, CA, 94133",3400000,4.0,4.0,2750.0,MULTI_FAMILY,San Francisco
"815 Tennessee St Unit 101, San Francisco, CA, 94107",900000,2.0,2.0,857.0,CONDOS,San Francisco
"901 Bush St Apt 205, San Francisco, CA, 94109",450000,1.0,1.0,556.0,CONDOS,San Francisco
"49 Beideman St Unit 57, San Francisco, CA, 94115",640000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"55 Page St Apt 412, San Francisco, CA, 94102",495000,2.0,2.0,1008.0,CONDOS,San Francisco
"1530 Jones St Apt 4, San Francisco, CA, 94109",730000,1.0,1.0,804.0,SINGLE_FAMILY,San Francisco
"301 Main St Unit 4A, San Francisco, CA, 94105",1145000,2.0,2.0,1163.0,CONDOS,San Francisco
"175 Bluxome St Unit 202, San Francisco, CA, 94107",768000,2.0,2.0,906.0,CONDOS,San Francisco
"1612 21st Ave, San Francisco, CA, 94122",800000,,2.0,1264.0,MULTI_FAMILY,San Francisco
"1695 Bay Shore Blvd, San Francisco, CA, 94124",1075000,,,,LAND,San Francisco
"2226 26th Ave, San Francisco, CA, 94116",1500000,,2.0,1800.0,SINGLE_FAMILY,San Francisco
"199 New Montgomery St Unit 1302, San Francisco, CA, 94105",1005000,,,1089.0,CONDO,San Francisco
"915 N Point St Unit 404, San Francisco, CA, 94109",875000,1.0,1.0,618.0,CONDOS,San Francisco
"351 Buena Vista Ave E Unit 604E, San Francisco, CA, 94117",749000,1.0,1.0,741.0,CONDOS,San Francisco
"1402 Funston Ave, San Francisco, CA, 94122",1049000,2.0,1.0,961.0,CONDOS,San Francisco
"806-810 Union St, San Francisco, CA, 94133",1838000,5.0,4.0,3600.0,MULTI_FAMILY,San Francisco
"1446 Cabrillo St, San Francisco, CA, 94118",1100000,2.0,1.0,,CONDOS,San Francisco
"426 Fillmore St Apt A, San Francisco, CA, 94117",680000,2.0,2.0,907.0,CONDOS,San Francisco
"1 Isola Way, San Francisco, CA, 94127",2701000,4.0,3.0,2600.0,SINGLE_FAMILY,San Francisco
"276 Funston Ave, San Francisco, CA, 94118",1715000,3.0,2.0,1996.0,CONDOS,San Francisco
"1623 20th Ave, San Francisco, CA, 94122",1300000,4.0,2.0,2250.0,MULTI_FAMILY,San Francisco
"400 Beale St Apt 1007, San Francisco, CA, 94105",945000,2.0,2.0,1102.0,CONDOS,San Francisco
"74 Crane St, San Francisco, CA, 94124",1075000,4.0,3.0,1917.0,SINGLE_FAMILY,San Francisco
"220 Delano Ave, San Francisco, CA, 94112",1325000,3.0,2.0,1664.0,SINGLE_FAMILY,San Francisco
"175 Bluxome St Unit 325, San Francisco, CA, 94107",750010,2.0,2.0,1044.0,CONDOS,San Francisco
"22 Chicago Way, San Francisco, CA, 94112",1380000,3.0,2.0,1525.0,SINGLE_FAMILY,San Francisco
"1691 Bay Shore Blvd, San Francisco, CA, 94124",1075000,,,,LAND,San Francisco
"1300 22nd St Apt 221, San Francisco, CA, 94107",404417,1.0,1.0,600.0,CONDOS,San Francisco
"77 Rico Way, San Francisco, CA, 94123",3325000,2.0,2.0,1525.0,SINGLE_FAMILY,San Francisco
"1 Hawthorne St Unit 15B, San Francisco, CA, 94105",475000,1.0,1.0,558.0,CONDOS,San Francisco
"2769 Union St, San Francisco, CA, 94123",3500000,3.0,2.0,2800.0,CONDO,San Francisco
"2203 25th St, San Francisco, CA, 94107",918000,2.0,2.0,1312.0,SINGLE_FAMILY,San Francisco
"462 Clipper St, San Francisco, CA, 94114",1865000,3.0,2.0,1597.0,SINGLE_FAMILY,San Francisco
"3763 20th St, San Francisco, CA, 94110",1350000,3.0,1.0,1520.0,SINGLE_FAMILY,San Francisco
"712 Wisconsin St, San Francisco, CA, 94107",2215000,3.0,2.0,1757.0,CONDOS,San Francisco
"350 Jackson St Apt 303, San Francisco, CA, 94111",2300000,3.0,3.0,2360.0,CONDOS,San Francisco
"555 Laurel St, San Francisco, CA, 94118",3350000,3.0,3.0,2525.0,SINGLE_FAMILY,San Francisco
"1475-1479 Washington St, San Francisco, CA, 94109",2350000,9.0,4.0,3904.0,MULTI_FAMILY,San Francisco
"835 Alabama St, San Francisco, CA, 94110",1800000,6.0,3.0,1623.0,SINGLE_FAMILY,San Francisco
"762 Bay St, San Francisco, CA, 94109",1425000,2.0,1.0,1240.0,CONDOS,San Francisco
"835 Diamond St, San Francisco, CA, 94114",1400000,2.0,2.0,1410.0,CONDOS,San Francisco
"425 1st St Unit 4202, San Francisco, CA, 94105",1980000,2.0,2.0,1309.0,CONDOS,San Francisco
"1737 Pierce St, San Francisco, CA, 94115",1530000,3.0,2.0,1900.0,CONDOS,San Francisco
"300 Ivy St Apt 401, San Francisco, CA, 94102",745000,1.0,1.0,,CONDOS,San Francisco
"539 Munich St, San Francisco, CA, 94112",1350000,3.0,2.0,1690.0,SINGLE_FAMILY,San Francisco
"5060 Diamond Heights Blvd, San Francisco, CA, 94131",1270000,3.0,3.0,1704.0,CONDOS,San Francisco
"3422 19th St Unit 3422, San Francisco, CA, 94110",930000,2.0,2.0,1056.0,SINGLE_FAMILY,San Francisco
"2177 3rd St Unit 521, San Francisco, CA, 94107",1760500,3.0,2.0,1420.0,CONDOS,San Francisco
"1914 Pine St Apt 7, San Francisco, CA, 94109",955000,2.0,1.0,1180.0,CONDOS,San Francisco
"9 Clairview Ct, San Francisco, CA, 94131",1230000,2.0,1.0,1054.0,SINGLE_FAMILY,San Francisco
"601 40th Ave, San Francisco, CA, 94121",1548000,3.0,3.0,1790.0,SINGLE_FAMILY,San Francisco
"3045 Jackson St Apt 603, San Francisco, CA, 94115",1195000,1.0,1.0,1089.0,CONDOS,San Francisco
"2501 Moraga St, San Francisco, CA, 94122",1600000,2.0,1.0,1250.0,SINGLE_FAMILY,San Francisco
"330 Vernon St, San Francisco, CA, 94132",1600000,3.0,2.0,1782.0,SINGLE_FAMILY,San Francisco
"1001 Moraga St, San Francisco, CA, 94122",2000000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"1595 43rd Ave, San Francisco, CA, 94122",1630000,4.0,2.0,1525.0,SINGLE_FAMILY,San Francisco
"1236 Wisconsin St, San Francisco, CA, 94107",950000,3.0,2.0,956.0,SINGLE_FAMILY,San Francisco
"199 New Montgomery St Unit 302, San Francisco, CA, 94105",900000,2.0,2.0,1116.0,CONDOS,San Francisco
"419 Felton St, San Francisco, CA, 94134",1570000,4.0,3.0,1942.0,SINGLE_FAMILY,San Francisco
"1361 Francisco St, San Francisco, CA, 94123",1860000,3.0,2.0,1435.0,CONDOS,San Francisco
"1867 Turk Blvd Unit 1, San Francisco, CA, 94115",1125000,2.0,1.0,1035.0,CONDOS,San Francisco
"101 Telegraph Hill Blvd Unit A, San Francisco, CA, 94133",2450000,2.0,2.0,1538.0,CONDOS,San Francisco
"52 Kirkwood Ave Apt 407, San Francisco, CA, 94124",520000,1.0,1.0,741.0,CONDO,San Francisco
"601 4th St Unit 123, San Francisco, CA, 94107",2300000,,,2317.0,OTHER,San Francisco
"332 Hill St, San Francisco, CA, 94114",3950000,3.0,3.0,3155.0,SINGLE_FAMILY,San Francisco
"1 Hawthorne St Unit 18B, San Francisco, CA, 94105",534000,1.0,1.0,558.0,CONDOS,San Francisco
"127 Athens St, San Francisco, CA, 94112",985000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"1885 Bay Shore Blvd, San Francisco, CA, 94124",1000000,,4.0,3330.0,OTHER,San Francisco
"3699 Washington St, San Francisco, CA, 94118",19000000,5.0,6.0,9984.0,SINGLE_FAMILY,San Francisco
"1471 Alemany Blvd, San Francisco, CA, 94112",1275000,3.0,2.0,1760.0,SINGLE_FAMILY,San Francisco
"62 Ramona Ave, San Francisco, CA, 94103",1614000,3.0,2.0,1415.0,CONDOS,San Francisco
"2329 Divisadero St Apt 2, San Francisco, CA, 94115",1430000,2.0,1.0,1150.0,CONDOS,San Francisco
"139 Knollview Way, San Francisco, CA, 94131",1877000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"131 Morningside Dr, San Francisco, CA, 94132",2388000,4.0,2.0,2953.0,SINGLE_FAMILY,San Francisco
"88 King St Unit 402, San Francisco, CA, 94107",1225000,2.0,2.0,1092.0,CONDOS,San Francisco
"2004-2012 McAllister St, San Francisco, CA, 94118",1080000,6.0,,2960.0,MULTI_FAMILY,San Francisco
"2340 Larkin St Apt 2, San Francisco, CA, 94109",2800000,2.0,2.0,2070.0,CONDOS,San Francisco
"1811 Leavenworth St Apt 4, San Francisco, CA, 94109",930000,2.0,2.0,,SINGLE_FAMILY,San Francisco
"250 King St Unit 1508, San Francisco, CA, 94107",709000,1.0,1.0,787.0,CONDOS,San Francisco
"2299 Market St Apt 402, San Francisco, CA, 94114",1350000,2.0,2.0,973.0,CONDO,San Francisco
"25 Holyoke St, San Francisco, CA, 94134",983000,2.0,1.0,875.0,SINGLE_FAMILY,San Francisco
"3176 Clay St, San Francisco, CA, 94115",5750000,6.0,4.0,3975.0,SINGLE_FAMILY,San Francisco
"425 1st St Unit 1904, San Francisco, CA, 94105",627000,1.0,1.0,605.0,CONDOS,San Francisco
"5352-5356 Mission St, San Francisco, CA, 94112",950000,3.0,1.0,3486.0,MULTI_FAMILY,San Francisco
"1901-1911 Webster St, San Francisco, CA, 94115",2825000,11.0,,7208.0,MULTI_FAMILY,San Francisco
"1221 Noe St, San Francisco, CA, 94114",975000,2.0,1.0,981.0,CONDOS,San Francisco
"338 Spear St Unit 11F, San Francisco, CA, 94105",1200000,2.0,2.0,1318.0,CONDOS,San Francisco
"1587 40th Ave, San Francisco, CA, 94122",1550000,4.0,2.0,1607.0,SINGLE_FAMILY,San Francisco
"725 Delta St, San Francisco, CA, 94134",1100000,3.0,2.0,1297.0,SINGLE_FAMILY,San Francisco
"180 7th St # 305, San Francisco, CA, 94103",499000,1.0,1.0,658.0,CONDO,San Francisco
"1904-1904 1/2 Golden Gate Ave, San Francisco, CA, 94115",1600000,4.0,,2600.0,MULTI_FAMILY,San Francisco
"1678 23rd Ave, San Francisco, CA, 94122",1900000,3.0,2.0,1500.0,SINGLE_FAMILY,San Francisco
"333 Main St Unit 5E, San Francisco, CA, 94105",1250000,2.0,2.0,1366.0,CONDOS,San Francisco
"15 Guy Pl, San Francisco, CA, 94105",2100000,2.0,2.0,1870.0,TOWNHOMES,San Francisco
"200 Naples St, San Francisco, CA, 94112",998000,3.0,2.0,2044.0,SINGLE_FAMILY,San Francisco
"159 4th Ave Apt 6, San Francisco, CA, 94118",855000,2.0,1.0,,SINGLE_FAMILY,San Francisco
"601 Van Ness Ave Apt 208, San Francisco, CA, 94102",340000,0.0,1.0,470.0,CONDOS,San Francisco
"251 Roosevelt Way, San Francisco, CA, 94114",2000777,3.0,3.0,2000.0,CONDOS,San Francisco
"1188 Valencia St Apt 510, San Francisco, CA, 94110",1225000,2.0,2.0,,CONDOS,San Francisco
"5700 Mission St, San Francisco, CA, 94112",425000,,,,OTHER,San Francisco
"186 Byxbee St, San Francisco, CA, 94132",1375000,3.0,2.0,1899.0,SINGLE_FAMILY,San Francisco
"340 6th St Unit 304, San Francisco, CA, 94103",870000,2.0,2.0,1509.0,CONDOS,San Francisco
"2569 Post St, San Francisco, CA, 94115",1300000,2.0,2.0,1132.0,CONDOS,San Francisco
"2618 Balboa St, San Francisco, CA, 94121",2425000,5.0,3.0,2445.0,SINGLE_FAMILY,San Francisco
"11 Divisadero St, San Francisco, CA, 94117",1341000,2.0,1.0,1109.0,CONDO,San Francisco
"57 Benton Ave, San Francisco, CA, 94112",2230000,4.0,2.0,2235.0,SINGLE_FAMILY,San Francisco
"960 Market St Unit 217, San Francisco, CA, 94102",429000,0.0,1.0,503.0,CONDOS,San Francisco
"50 Normandie Ter, San Francisco, CA, 94115",9700000,3.0,4.0,3360.0,SINGLE_FAMILY,San Francisco
"1875 9th Ave, San Francisco, CA, 94122",1850000,3.0,2.0,2518.0,SINGLE_FAMILY,San Francisco
"239 Brannan St Unit 12D, San Francisco, CA, 94107",1125000,2.0,2.0,1173.0,CONDOS,San Francisco
"2423 Turk Blvd, San Francisco, CA, 94118",1638000,,,3300.0,MULTI_FAMILY,San Francisco
"1250 California St, San Francisco, CA, 94109",8758000,21.0,11.0,8397.0,OTHER,San Francisco
"72-74 Park St, San Francisco, CA, 94110",900000,4.0,2.0,2144.0,MULTI_FAMILY,San Francisco
"64-66 Beaver St, San Francisco, CA, 94114",5599000,5.0,4.0,4057.0,MULTI_FAMILY,San Francisco
"600-602 DE Haro St, San Francisco, CA, 94107",1655000,4.0,3.0,,MULTI_FAMILY,San Francisco
"61 5th Ave, San Francisco, CA, 94118",4425000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"2525 Van Ness Ave Ste 401, San Francisco, CA, 94109",1675000,2.0,2.0,1163.0,CONDOS,San Francisco
"1244 California St, San Francisco, CA, 94109",8758000,20.0,10.0,8397.0,OTHER,San Francisco
"2-4 Montclair Ter, San Francisco, CA, 94109",3690000,5.0,,5424.0,MULTI_FAMILY,San Francisco
"630 Lake St, San Francisco, CA, 94118",3250000,2.0,,7965.0,MULTI_FAMILY,San Francisco
"15 Bradford St, San Francisco, CA, 94110",1952410,3.0,2.0,1365.0,SINGLE_FAMILY,San Francisco
"33-35 Fortuna Ave, San Francisco, CA, 94115",1888888,4.0,2.0,3100.0,MULTI_FAMILY,San Francisco
"219 Denslowe Dr, San Francisco, CA, 94132",2000000,3.0,3.0,1712.0,SINGLE_FAMILY,San Francisco
"231 Brighton Ave, San Francisco, CA, 94112",1126125,2.0,1.0,1056.0,SINGLE_FAMILY,San Francisco
"252 Dalewood Way, San Francisco, CA, 94127",2458880,3.0,3.0,2084.0,SINGLE_FAMILY,San Francisco
"501 Beale St Unit 12D, San Francisco, CA, 94105",1605000,2.0,2.0,1259.0,CONDOS,San Francisco
"1469 Clayton St, San Francisco, CA, 94114",1950000,3.0,2.0,2045.0,CONDOS,San Francisco
"235 Lansdale Ave, San Francisco, CA, 94127",5500000,5.0,4.0,5021.0,SINGLE_FAMILY,San Francisco
"111 Chestnut St Unit 411, San Francisco, CA, 94111",1025000,,,1458.0,CONDO,San Francisco
"96 Caire Ter, San Francisco, CA, 94107",926000,2.0,1.0,956.0,TOWNHOMES,San Francisco
"380 Monterey Blvd Apt 210, San Francisco, CA, 94131",650000,3.0,2.0,1045.0,CONDOS,San Francisco
"680 Castro St, San Francisco, CA, 94114",510000,2.0,2.0,1322.0,CONDO,San Francisco
"366 Mangels Ave, San Francisco, CA, 94127",1952000,3.0,2.0,1178.0,SINGLE_FAMILY,San Francisco
"137 Alhambra St, San Francisco, CA, 94123",3065000,3.0,2.0,1915.0,CONDOS,San Francisco
"160 Newman St, San Francisco, CA, 94110",1210000,2.0,1.0,902.0,SINGLE_FAMILY,San Francisco
"676 17th Ave, San Francisco, CA, 94121",1591000,2.0,1.0,1471.0,SINGLE_FAMILY,San Francisco
"1515 Union St Unit 6E, San Francisco, CA, 94123",3700000,3.0,2.0,1871.0,CONDOS,San Francisco
"1829 Turk St # 1, San Francisco, CA, 94115",1125000,2.0,1.0,1035.0,CONDO,San Francisco
"188-190 Guerrero St, San Francisco, CA, 94103",1320000,8.0,3.0,3108.0,MULTI_FAMILY,San Francisco
"1957 Turk St, San Francisco, CA, 94115",1750000,2.0,2.0,1448.0,CONDOS,San Francisco
"79 Ney St, San Francisco, CA, 94112",1220000,4.0,2.0,2070.0,SINGLE_FAMILY,San Francisco
"400 Alemany Blvd Apt 13, San Francisco, CA, 94110",585000,2.0,1.0,1048.0,TOWNHOMES,San Francisco
"2001 McAllister St Apt 324, San Francisco, CA, 94118",1035000,2.0,2.0,1021.0,CONDOS,San Francisco
"535 Girard St, San Francisco, CA, 94134",1000000,3.0,2.0,1125.0,SINGLE_FAMILY,San Francisco
"25 Chattanooga St, San Francisco, CA, 94114",2400000,4.0,2.0,2240.0,SINGLE_FAMILY,San Francisco
"439 30th Ave, San Francisco, CA, 94121",1278000,2.0,1.0,1720.0,SINGLE_FAMILY,San Francisco
"2230 20th Ave, San Francisco, CA, 94116",800000,3.0,2.0,1500.0,SINGLE_FAMILY,San Francisco
"52 Shotwell St, San Francisco, CA, 94103",1100000,2.0,2.0,1326.0,CONDOS,San Francisco
"1469 Clay St # 1475, San Francisco, CA, 94109",500000,11.0,5.0,0.0,MULTI_FAMILY,San Francisco
"268 Ripley St, San Francisco, CA, 94110",1900000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1595 21st Ave, San Francisco, CA, 94122",1402800,2.0,2.0,2169.0,SINGLE_FAMILY,San Francisco
"2954 Webster St, San Francisco, CA, 94123",1349000,2.0,2.0,1170.0,CONDOS,San Francisco
"1476-1478 Sanchez St, San Francisco, CA, 94131",2030000,3.0,,,MULTI_FAMILY,San Francisco
"3636 Baker St, San Francisco, CA, 94123",8260000,5.0,3.0,4275.0,SINGLE_FAMILY,San Francisco
"344 Bocana St, San Francisco, CA, 94110",3785000,4.0,4.0,3304.0,SINGLE_FAMILY,San Francisco
"301 Main St Unit 11C, San Francisco, CA, 94105",899000,1.0,1.0,809.0,CONDOS,San Francisco
"3943 17th St, San Francisco, CA, 94114",2000000,3.0,2.0,1788.0,CONDO,San Francisco
"1906-1908 Folsom St, San Francisco, CA, 94103",1050000,12.0,,4875.0,MULTI_FAMILY,San Francisco
"1882 Green St, San Francisco, CA, 94123",3400000,3.0,3.0,1800.0,CONDO,San Francisco
"120 Paraiso Pl, San Francisco, CA, 94132",1950000,2.0,1.0,1904.0,SINGLE_FAMILY,San Francisco
"64 Van Buren St, San Francisco, CA, 94131",2500000,4.0,3.0,2700.0,SINGLE_FAMILY,San Francisco
"1209 Stanyan St, San Francisco, CA, 94117",2200000,2.0,1.0,1330.0,SINGLE_FAMILY,San Francisco
"1811 Leavenworth St Apt 7, San Francisco, CA, 94109",930000,,9.0,6750.0,OTHER,San Francisco
"3761 21st St, San Francisco, CA, 94114",2187000,,1.0,1704.0,SINGLE_FAMILY,San Francisco
"122 Ney St, San Francisco, CA, 94112",1300000,4.0,2.0,1654.0,SINGLE_FAMILY,San Francisco
"730 Florida St Apt 4, San Francisco, CA, 94110",825000,1.0,2.0,928.0,CONDOS,San Francisco
"1947 Stockton St, San Francisco, CA, 94133",3825000,,3.0,1895.0,SINGLE_FAMILY,San Francisco
"1 Hawthorne St Unit 22D, San Francisco, CA, 94105",890000,1.0,1.0,846.0,CONDOS,San Francisco
"603 Natoma St Apt 305, San Francisco, CA, 94103",499000,1.0,1.0,658.0,CONDOS,San Francisco
"350-352 6th Ave, San Francisco, CA, 94118",1380000,5.0,2.0,2790.0,MULTI_FAMILY,San Francisco
"1432 Hyde St, San Francisco, CA, 94109",1998000,3.0,2.0,2005.0,CONDOS,San Francisco
"369 18th Ave Unit 404, San Francisco, CA, 94121",1260000,2.0,2.0,1120.0,CONDOS,San Francisco
"250 King St Unit 668, San Francisco, CA, 94107",630000,1.0,1.0,795.0,CONDOS,San Francisco
"1123 Guerrero St, San Francisco, CA, 94110",2200000,6.0,6.0,0.0,MULTI_FAMILY,San Francisco
"990 Duncan St Apt 301G, San Francisco, CA, 94131",720000,2.0,1.0,,CONDOS,San Francisco
"1450 Franklin St Apt 501, San Francisco, CA, 94109",1595000,2.0,2.0,1585.0,CONDOS,San Francisco
"1000 N Point St Apt 1208, San Francisco, CA, 94109",1250000,2.0,2.0,1100.0,COOP,San Francisco
"72 Park St, San Francisco, CA, 94110",900000,3.0,2.0,2144.0,MULTI_FAMILY,San Francisco
"78 Blake St # 74, San Francisco, CA, 94118",1849000,9.0,8.0,4325.0,MULTI_FAMILY,San Francisco
"1800 Washington St Apt 913, San Francisco, CA, 94109",1195000,2.0,2.0,1148.0,CONDOS,San Francisco
"393 Corbett Ave Apt A, San Francisco, CA, 94114",1685000,2.0,2.0,1640.0,TOWNHOMES,San Francisco
"75 Folsom St Apt 1802, San Francisco, CA, 94105",2250000,2.0,2.0,1344.0,CONDOS,San Francisco
"730 22nd Ave, San Francisco, CA, 94121",2826000,5.0,4.0,2543.0,SINGLE_FAMILY,San Francisco
"511 Waller St, San Francisco, CA, 94117",2250000,5.0,,5445.0,MULTI_FAMILY,San Francisco
"4033 25th St, San Francisco, CA, 94114",1230000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"1000 Green St, San Francisco, CA, 94133",31036000,,101.0,96892.0,OTHER,San Francisco
"118 Baden St, San Francisco, CA, 94131",1640000,3.0,2.0,1532.0,SINGLE_FAMILY,San Francisco
"408 Girard St, San Francisco, CA, 94134",1160000,3.0,1.0,,SINGLE_FAMILY,San Francisco
"2715 Turk Blvd, San Francisco, CA, 94118",2900000,3.0,2.0,2549.0,SINGLE_FAMILY,San Francisco
"720 26th Ave, San Francisco, CA, 94121",1200000,3.0,1.0,1555.0,SINGLE_FAMILY,San Francisco
"2076 Great Hwy, San Francisco, CA, 94116",2012500,,1.0,1011.0,SINGLE_FAMILY,San Francisco
"2742-2744 Sutter St, San Francisco, CA, 94115",2100000,8.0,4.0,3450.0,MULTI_FAMILY,San Francisco
"40 Pico Ave, San Francisco, CA, 94127",2100000,4.0,4.0,2532.0,SINGLE_FAMILY,San Francisco
"1496 Portola Dr, San Francisco, CA, 94127",2625000,4.0,3.0,2453.0,SINGLE_FAMILY,San Francisco
"74 New Montgomery St Unit 709, San Francisco, CA, 94105",515000,1.0,1.0,489.0,CONDO,San Francisco
"309 Princeton St, San Francisco, CA, 94134",1358000,4.0,3.0,1450.0,SINGLE_FAMILY,San Francisco
"116 Stanyan St, San Francisco, CA, 94118",3850000,4.0,4.0,3067.0,SINGLE_FAMILY,San Francisco
"135 Marietta Dr, San Francisco, CA, 94127",1625000,3.0,2.0,1522.0,SINGLE_FAMILY,San Francisco
"152 Fairmount St, San Francisco, CA, 94131",2500000,3.0,2.0,,SINGLE_FAMILY,San Francisco
"850 Powell St Apt 200, San Francisco, CA, 94108",765000,1.0,1.0,1188.0,CONDOS,San Francisco
"1177 California St Apt 723, San Francisco, CA, 94108",525000,1.0,1.0,706.0,CONDOS,San Francisco
"706 Mission St Unit 12C, San Francisco, CA, 94103",1800000,2.0,2.0,1297.0,CONDOS,San Francisco
"150 11th Ave, San Francisco, CA, 94118",3561000,3.0,3.0,2000.0,SINGLE_FAMILY,San Francisco
"2261 Bush St Apt 6, San Francisco, CA, 94115",1895000,3.0,2.0,1674.0,CONDOS,San Francisco
"1037-1039 Judah St, San Francisco, CA, 94122",1625000,4.0,2.0,3100.0,MULTI_FAMILY,San Francisco
